Variable,Kind,Default / Example,What it does,Where it goes,Source
RepairSkillReq,scalar,,Minimum role skill to repair efficiently.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
RepairTimeSeconds,scalar,,Time per repair tick.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
RequiresCeilingSupport,bool,,Ceiling-hung; requires overhead support.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
RequiresFoundation,bool,,Requires a foundation under the footprint.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX.docx
RequiresSupport,bool,,bool; structural support check,DataTable: PlacementConstraints (PlacementConstraintDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX
RequiresWire,bool,,Whether explicit wiring is required.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
Research,int,,Role skill level for research/protocol efficiency.,Player/NPC SkillLevel[Research] (canonical RoleSkill token),Role_System (Math + High Level) | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
ResearcherWorkPerMinute,scalar,,Meaning / Where Used: Continuous research labor contribution.,Game Tunables / Runtime State,"JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx, Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx | JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
ResearchProtocolLevel,scalar,0–10; reduces contamination risk when protocols are unlocked,0–10; reduces contamination risk when protocols are unlocked,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Items_and_Loo… | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
ResearchSkill,alias,,Alias for Research (canonical RoleSkill token).,Alias (convert to Research),Variable Alias Map
ResearchTickHours,scalar,24 (projects resolve stage outcomes periodically).,Meaning / Where Used: Discrete research resolution tick interval.,Game Tunables / Runtime State,"JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx, Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx | JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
ResearchXPPerClassificationCompleted,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
ResearchXPPerMinuteActive,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
ResearchXPPerProtocolUnlocked,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
ResearchXPPerStageContribution,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
RestRecovery,scalar,12/hr asleep in good shelter; 8/hr in poor shelter,12/hr asleep in good shelter; 8/hr in poor shelter,Game Tunables / Runtime State,"Jovian_Role_System_GDD_High_Level_v0_1-1.docx, Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
ReviveTimeSeconds,scalar,"8 (co-op baseline, shown here because military escorts affect revive viability)","8 (co-op baseline, shown here because military escorts affect revive viability)",Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
RiskCook,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
RiskRaw,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
RoleInteractionTags,set,,set<string>; see section 7,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX.docx
RoleSkill,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
Roll01,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Leadership_Auras_GDD_Addendum_v0_1-1.docx | JIM_Leadership_Auras_GDD_Addendum_v0_1-1_VARFIX.docx
ROUNDING_RULE,scalar,Round to nearest int for UI; internal keep float,Notes: Attributes/skills stored as floats; displayed as ints.,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
RPM,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
Rule,,,Schema field (table header).,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
S,stat,,Leadership (0–10).: RoleSkill (0–10) for the leader's role.,Runtime: Character Stats,JIM_Leadership_Auras_GDD_Addendum_v0_1-1.docx
SaddleRig,scalar,,"ParagraphDef: ['enables riding; reduces P_panic via ComfortFactor.', 'enables riding; reduces P_panic via ComfortFactor.']",Data: MountDefs / Husbandry,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx"
SampleType,unknown,,Example: SampleType = { TuberCoreSample },Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx"
SanitationPit_T1,scalar,,Notes / Defaults: Reduces LivestockAttractionValue (LV) and ContaminationChancePerDay.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx
ScavengedFraction,scalar,,Meaning: 0..1 fraction representing how 'picked clean' the site is.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
ScentBase,unknown,,Example: ScentBase = 0.10,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Mounts_and_An…"
Scout,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
Severity,scalar,,Example: Severity = Sigmoid((Dose - Tolerance)/Scale),Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Interloper…"
ShotNoiseRadiusMeters,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
Signal,,,Schema field (table header).,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
SIM_DT,scalar,0.20 s,Notes: Base AI/work/morale/raid simulation tick (5 Hz). Combat/physics at engine dt.,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Mounts_and_An… | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx"
SiteState,scalar,,"Meaning: Remnant wake-cycle state: Dormant, Warm, Active, Overclock, Dead. | Meaning: Operational state of Remnant site (Dormant/Warm/Active/Overclock, etc.).",Game Tunables / Runtime State,"JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx, JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx | JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx | JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx"
SizeClass,unknown,,Example: SizeClass = Small,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Mounts_and_An… | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx"
Skill,scalar,,Example: Skill = 10*(1 - e^(-XP/K)),Data: RoleParams / Runtime: NPC SkillState,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
SkillDepthAdd,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
Slot,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
slot,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
Slots,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
SlotsMax,,,Schema field (table header).,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
SlotsMin,,,Schema field (table header).,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
SM,scalar,,Example: SM = 1 + 0.4*ScarcityIndex,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
SnapProfileId,ID (SNAPPRO_*),,Defines sockets and compatibility set for this placeable. | Notes: Socket definitions live in SnapProfile directory.,Directory: Snap System,JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX.docx
SnapRuleSetId,ID (SNAPRS_*),,Rule pack for allowed snaps and rotations.,Directory: Snap System,JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
SnapSocketId,ID (SOCK_*),,"Named socket type (Edge_Male, Edge_Female, Corner, etc.). | Notes: Used by SnapProfile definitions.",Directory: Snap System,JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
SnapToleranceDegrees,scalar,,Angular tolerance when snapping.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
SnapToleranceMeters,float,,Max distance to auto-snap to a compatible socket.,Placement system (global),JIM_Buildables...v0_1_VARFIX
SoilFitFactor,scalar,0.6–1.2 based on rotation/compost/ash,0.6–1.2 based on rotation/compost/ash,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Role_Syste… | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
Source,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
SourceTags,scalar,,"Type: set<string> | Notes: Where it comes from: Node_Tree, Node_Ore, Plant_<Id>, Animal_<Id>, Predator_<Id>, POI_Wreck, POI_Remnant, Vendor, Quest.",Game Tunables / Runtime State,"JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE.docx, JIM_Items_and_Loot_Tables_GDD_Adde… | JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE.docx | JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE_VARFIX.docx | JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx"
spacing,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
SpeciesArchetypeId,unknown,,Example: SpeciesArchetypeId = PLT_LATTICE_BULB,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Mounts_and_An… | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx"
SpeciesBaseYield,unknown,,Example: SpeciesBaseYield = 1,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Mounts_and_An… | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx"
Split,,,If Conflict>0.7 or Scarcity>0.8: 0.12/day,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
Spoilage,,,SpoilRate = BaseSpoil*(1+0.4*TempIndex),Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
SpoilHours,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
SpoilRate,unknown,,Example: SpoilRate = BaseSpoil*(1+0.4*TempIndex),Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
SporePressureFactor,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
SporePressureLocal,unknown,,Example: SporePressureLocal = +0.18,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx"
SpreadMOA,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
SpreadMult,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
SpreadMult_total,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
STA,stat,,"Range: 0–10 | Primary Effects (quantitative): Fatigue gain divisor, recovery multiplier",Runtime: Character Stats,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
StackLimit,scalar,,Type: int | Notes: Max items per inventory slot.,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
StageProgress,scalar,,Meaning / Where Used: Research project progress accumulation.,Game Tunables / Runtime State,"JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx, Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx | JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx"
StageProgressRequired,scalar,6 (default),6 (default),Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx | JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx
StallThreshold,scalar,3 in 5 ticks,3 in 5 ticks,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
StaminaDrain,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
StartSafeRadiusMeters,scalar,,Meaning: No faction capitals/dungeons within this radius of player start.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
State,,,Schema field (table header).,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
StationId,ID,,Canonical identifier for a station/workbench.,DataTable: Stations,JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1 | JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx
StationTags,set<string>,,"Type: set<string> | Notes: Where it is used (Station_Engineering, Station_Research, Station_Cooking, Station_Armory, Station_Tailoring, Station_Medicine, Station_Power, Station_Husbandry, Station_Leadership).
---
Tags used for filtering recipes and automation pulls.",DataTable: Stations | Game Tunables / Runtime State,"JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE.docx, JIM_Items_and_Loot_Tables_GDD_Adde…; JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1 | JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE.docx | JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE_VARFIX.docx | JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx | JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx"
StorageAcceptTags,set,,Allowed item tags.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
StorageCapacityUnits,scalar/int,,How much the storage holds (units).,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
StorageDenyTags,set,,Denied item tags.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
StoragePullPriority,scalar,,Priority for station/role pulling.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
StorageSlotCount,int,,Number of distinct slots (optional).,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
StorageWeightLimitKg,scalar,,Max mass stored (if weight-limited).,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
STR,stat,,"Range: 0–10 | Primary Effects (quantitative): Carry capacity, heavy work speed, melee base damage",Runtime: Character Stats,"JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx"
Strength,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
Stress,float,,Accumulated stress (0..1+) affecting tame/training and panic.,Taming/Training daily tick,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
StructuralTier,int,,Durability tier band for buildables (separate from ItemTier). | Notes: Used for HP/armor scaling and repair scaling.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
SurvivorPod,scalar,,BaseChance: 0.02 | MinChance: 0.00 | MaxChance: 0.08 | Notes: CryoPodCluster only; roll blocked if ScavengedFraction > 0.5.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
T,,,Schema field (table header).,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
T0,stat,,"Common: 0.78 | Uncommon: 0.18 | Rare: 0.04 | Epic: 0.00 | Prototype: 0.00 | Remnant: 0.00 | Name: Scavenged | Typical Materials: scrap, broken composites, salvage electronics | Unlocked By: crash debris, remnant stations",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T1,stat,,"Common: 0.70 | Uncommon: 0.22 | Rare: 0.07 | Epic: 0.01 | Prototype: 0.00 | Remnant: 0.00 | Name: Primitive | Typical Materials: wood, fiber rope, stone, flint, bone | Unlocked By: basic survival | Scrap/Metal: 0.05 | W…",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T2,stat,,"Common: 0.58 | Uncommon: 0.26 | Rare: 0.12 | Epic: 0.04 | Prototype: 0.00 | Remnant: 0.00 | Name: Forged | Typical Materials: iron bloom, crude steel, rivets, nails | Unlocked By: smelter + anvil | Scrap/Metal: 0.35 | W…",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T3,stat,,"Common: 0.48 | Uncommon: 0.26 | Rare: 0.16 | Epic: 0.08 | Prototype: 0.02 | Remnant: 0.00 | Name: Industrial | Typical Materials: steel plate, bolts, bearings, pipes | Unlocked By: workshop + machining | Scrap/Metal: 0.…",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T4,stat,,"Common: 0.40 | Uncommon: 0.25 | Rare: 0.18 | Epic: 0.12 | Prototype: 0.05 | Remnant: 0.00 | Name: Powered | Typical Materials: motors, alternators, circuits, optics | Unlocked By: power grid + electronics bench | Scrap/…",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T5,stat,,"Common: 0.32 | Uncommon: 0.22 | Rare: 0.20 | Epic: 0.16 | Prototype: 0.08 | Remnant: 0.02 | Name: Advanced | Typical Materials: precision alloys, polymers, sensors | Unlocked By: advanced research + rare ores | Scrap/Me…",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T6,stat,,"Common: 0.24 | Uncommon: 0.18 | Rare: 0.20 | Epic: 0.20 | Prototype: 0.12 | Remnant: 0.06 | Name: Remnant | Typical Materials: unknown composites, self-healing lattices | Unlocked By: late-game remnant integration | Scr…",Runtime: Character Stats,"JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx, Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx"
T_bleed,unknown,,Example: T_bleed = 0.18,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Interloper…"
T_inc,unknown,,Example: T_inc = BaseInc*(1-0.04*COM),Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
T_rev,unknown,,Example: T_rev = BaseRev/(1+0.08*MedSupport+0.04*COM),Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
TameDays,unknown,,Example: TameDays = BaseTameDays * (1 - 0.06*FarmingSkill) * (1 - 0.05*LeaderFactor),Data: MountDefs / Husbandry,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx"
TameProgress,float,,Total tame progress accumulated (0..1).,Taming state,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
TameProgressPerDay,float,,Computed tame progress gained per day.,Taming (derived),JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
TargetEvasion,scalar,target-specific evasion / movement factor,target-specific evasion / movement factor,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Role_Syste… | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
TechNodeId,id,,String ID for tech/blueprint nodes (format TECH_*).,Game Tunables / Runtime State,JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx
Term,,,Schema field (table header).,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
TerrainFactor,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
ThermalVentField,scalar,,ParagraphDef: ['heat + chemistry; enables mid-tier preservation and power experiments.'],Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
Threat,,,Schema field (table header).,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
ThreatStress,scalar,Triggers panic,Formula: TS=FireRate*12+NearbyDeaths*18+Darkness*10-Leadership*8 | Example: ThreatStress = 0.22,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Interloper…"
